p_c,rho0,rc,n,M,R,M_over_R,rho_c_matter,rho_c_total,success,fail_reason,at_boundary
0.016302150491411684,0.001,1.0,2,0.5473916312946423,1.8855096728324703,0.2903149419924926,0.04037592165067156,0.04137592165067156,True,,False
0.03207173457014383,0.001,1.0,2,0.5711797433100503,1.7999003561933429,0.31733964680025595,0.05663191200210693,0.05763191200210693,True,,False
0.013010252169108302,0.001,1.0,2,0.5306586138737236,1.9037944822192916,0.2787373420975168,0.03606972715326289,0.03706972715326289,True,,False
0.008286427728546842,0.001,1.0,2,0.4805370202402989,1.91449220874611,0.25099972621723277,0.02878615592354568,0.029786155923545683,True,,False
0.025595479226995333,0.001,1.0,2,0.5671882212566911,1.8326177231455376,0.30949619994024674,0.05059197488435822,0.051591974884358224,True,,False
0.04018663410110749,0.001,1.0,2,0.5721952771978526,1.7656425453810354,0.3240719808744582,0.06339292870747296,0.06439292870747296,True,,False
0.0033614806238090617,0.003,1.0,2,0.019980753240556287,0.6184522470207097,0.03230767344901765,0.018334341067540613,0.02133434106754061,True,,False
0.06309573444801933,0.001,1.0,2,0.5667953468451586,1.6935205870216536,0.334684651127841,0.07943282347242815,0.08043282347242815,True,,False
0.05035479315420916,0.001,1.0,2,0.5705712844144679,1.7299106012189276,0.329827034999631,0.07096111128935986,0.07196111128935986,True,,False
0.0052777520072569105,0.003,1.0,2,0.16903694446478054,1.2445896592185073,0.13581741035107175,0.022973358499046043,0.025973358499046043,True,,False
0.008286427728546842,0.003,1.0,2,0.30806168286550895,1.4834674305321636,0.20766326009260488,0.02878615592354568,0.03178615592354568,True,,False
0.004212013901883932,0.003,1.0,2,0.0904853546568798,1.019319002066759,0.08877039913257065,0.02052319152053094,0.02352319152053094,True,,False
0.016302150491411684,0.003,1.0,2,0.4437105137639458,1.6007439298219135,0.27719018982212207,0.04037592165067156,0.04337592165067156,True,,False
0.013010252169108302,0.003,1.0,2,0.4080491817465416,1.58181381507838,0.25796283851922386,0.03606972715326289,0.039069727153262894,True,,False
0.006613146798410525,0.003,1.0,2,0.2431134478856002,1.388856352208012,0.17504578317195799,0.02571603934981148,0.02871603934981148,True,,False
0.010383087899535761,0.003,1.0,2,0.36308651682572196,1.5447598171699766,0.2350439937587851,0.03222279922591419,0.03522279922591419,True,,False
0.02042697614083593,0.003,1.0,2,0.47139322927111255,1.606552440534898,0.2934191361435816,0.04519621238647762,0.04819621238647762,True,,False
0.025595479226995333,0.003,1.0,2,0.4919274263321686,1.6020007003697698,0.30707066870733774,0.05059197488435822,0.053591974884358226,True,,False
0.03207173457014383,0.003,1.0,2,0.5066696096040016,1.5903807575099025,0.3185838405120711,0.05663191200210693,0.059631912002106935,True,,False
0.04018663410110749,0.003,1.0,2,0.5161397572207647,1.5725587107681989,0.32821652615349994,0.06339292870747296,0.06639292870747296,True,,False
0.06309573444801933,0.003,1.0,2,0.5232199760241185,1.525576939200791,0.342965315337173,0.07943282347242815,0.08243282347242815,True,,False
0.05035479315420916,0.003,1.0,2,0.5214996195642354,1.550829732545781,0.3362713575965314,0.07096111128935986,0.07396111128935987,True,,False
