idx,v_inf,b_over_M,eps,ell,M,success,error,alpha_inf,alpha_near_horizon,r_straighten,r_inner,can_escape,n_turning_points
522,1.9999999999999998,6.812920690579611,0.5773502691896258,7.86688318934742,1.0,True,,0.13597283559071258,1.570779096375623,nan,2.0497642758,True,2
523,1.9999999999999998,8.254041852680182,0.5773502691896258,9.530946571094681,1.0,True,,0.1649750303331915,1.570761903636252,nan,2.0322669303,True,2
524,1.9999999999999998,10.0,0.5773502691896258,11.547005383792516,1.0,True,,0.2003031219438415,1.502810560761709,nan,2.0212984145,True,2
541,3.0000000000000004,2.1544346900318834,0.35355339059327373,2.285123068417623,1.0,True,,0.04300254874846436,0.10186174245621198,nan,2.002002002002002,False,0
543,3.0000000000000004,2.2749053519997076,0.35355339059327373,2.4129015014348445,1.0,True,,0.04540875516251198,0.10757908286166773,nan,2.002002002002002,False,0
544,3.0000000000000004,2.3054409943084284,0.35355339059327373,2.4452894410514197,1.0,True,,0.04601869642054859,0.10902880795334398,nan,2.002002002002002,False,0
542,3.0000000000000004,2.2443697096909867,0.35355339059327373,2.3805135618182693,1.0,True,,0.04479883080897391,0.10612958471021827,nan,2.002002002002002,False,0
545,3.0000000000000004,2.3359766366171493,0.35355339059327373,2.4776773806679944,1.0,True,,0.04662865481142379,0.11047876314020728,nan,2.002002002002002,False,0
546,3.0000000000000004,2.36651227892587,0.35355339059327373,2.5100653202845695,1.0,True,,0.04723863056353525,0.11192895158165794,nan,2.002002002002002,False,0
547,3.0000000000000004,2.3970479212345914,0.35355339059327373,2.542453259901145,1.0,True,,0.04784862390533902,0.11337937644160105,nan,2.002002002002002,False,0
548,3.0000000000000004,2.4275835635433123,0.35355339059327373,2.5748411995177203,1.0,True,,0.04845863506535017,0.11483004088851136,nan,2.002002002002002,False,0
549,3.0000000000000004,2.458119205852033,0.35355339059327373,2.607229139134295,1.0,True,,0.049068664272143736,0.11628094809549874,nan,2.002002002002002,False,0
550,3.0000000000000004,2.488654848160754,0.35355339059327373,2.63961707875087,1.0,True,,0.049678711754355454,0.11773210124037377,nan,2.002002002002002,False,0
551,3.0000000000000004,2.519190490469475,0.35355339059327373,2.6720050183674453,1.0,True,,0.05028877774068245,0.11918350350571323,nan,2.002002002002002,False,0
552,3.0000000000000004,2.5497261327781957,0.35355339059327373,2.70439295798402,1.0,True,,0.05089886245988415,0.12063515807892647,nan,2.002002002002002,False,0
553,3.0000000000000004,2.5802617750869166,0.35355339059327373,2.736780897600595,1.0,True,,0.05150896614078293,0.12208706815232154,nan,2.002002002002002,False,0
554,3.0000000000000004,2.610157215682536,0.35355339059327373,2.768489800758178,1.0,True,,0.05210629714874252,0.12350878848327011,nan,2.002002002002002,False,0
