L_over_M,rc,n,w_inf,shift,shift_hayward,r_core,M_final,rho_central,delta_shift
0.3,0.15,6.0,-0.1,-1.0,0.0162,0.15160826983319595,1.0,1.3262911924324612,-1.0162
