p_c_cgs,rho0_gcm3,r_c_km,n,M_Msun,R_km,M_over_R,success,fail_reason,at_boundary
2.758531617629187e+35,0.0,2.0,2,2.0841738074659424,13.304665655934665,0.2313200776268972,True,,False
3.288131309842434e+35,0.0,2.0,2,2.13589855547339,13.103078924380615,0.24070805634247153,True,,False
1.1919860873910918e+33,0.0,5.0,2,0.3837749818501775,42.5647895745897,0.013314029965588715,True,,False
1e+33,0.0,5.0,2,0.38473140942057843,44.418411602673245,0.012790218987609042,True,,False
2.4063341373555167e+33,0.0,5.0,2,0.3790126342642527,35.86654856029999,0.01560441391777126,True,,False
3.41899373573364e+33,0.0,5.0,2,0.379167133168265,32.234092719992134,0.01736995107166005,True,,False
2.018760254679043e+33,0.0,5.0,2,0.38034924184859226,37.451884876675095,0.014996580260107476,True,,False
1.6936105849167396e+33,0.0,5.0,2,0.3815866694520155,39.07228009384885,0.014421412518766599,True,,False
6.902128664695696e+33,0.0,5.0,2,0.441676552290172,23.451067937144018,0.02781154273038502,True,,False
9.806757216915845e+33,0.0,5.0,2,0.5164379021356333,20.349029657502175,0.03747639126878115,True,,False
2.868316813342021e+33,0.0,5.0,2,0.37779577794854263,34.273681555399044,0.016277200154155336,True,,False
8.227241341700525e+33,0.0,5.0,2,0.4753270864514839,21.7731317682203,0.0322370299946754,True,,False
1.3933743020968605e+34,0.0,5.0,2,0.620797358034861,18.290490225317978,0.050119632201808664,True,,False
1.4208308325339238e+33,0.0,5.0,2,0.3827276609361516,40.79520947420569,0.013853644683008261,True,,False
1.979749169679625e+34,0.0,5.0,2,0.7538316267631103,16.93776853345506,0.06572060027770661,True,,False
5.790443980602518e+33,0.0,5.0,2,0.41564262058892987,25.415879389705815,0.024148952342525586,True,,False
4.857811715970698e+33,0.0,5.0,2,0.3969875033361038,27.63838724506871,0.02121033360946396,True,,False
4.075392965871795e+33,0.0,5.0,2,0.38508784483825653,29.971932110875663,0.018972669054315015,True,,False
1.1689518164985872e+34,0.0,5.0,2,0.5648994680354789,19.22319179298644,0.04339393436386827,True,,False
2.359833466782179e+34,0.0,5.0,2,0.8303211817030779,16.448651440792474,0.07454168065129428,True,,False
1.660882782627703e+34,0.0,5.0,2,0.6837430692561803,17.529577167169858,0.05759766235067659,True,,False
2.812888660964246e+34,0.0,5.0,2,0.9133806613879908,16.055943311090264,0.08400388024016613,True,,False
3.996638937983064e+34,0.0,5.0,2,1.0960115680902247,15.45877200880623,0.104694413159008,True,,False
4.763938010401321e+34,0.0,5.0,2,1.192679627923516,15.235501813341708,0.11559802094115604,True,,False
3.3529241492495396e+34,0.0,5.0,2,1.002074913208792,15.741134415654118,0.09400425747008638,True,,False
6.7687500094585135e+34,0.0,5.0,2,1.3901383690594349,14.80048284098021,0.13869650186336577,True,,False
8.06825584030287e+34,0.0,5.0,2,1.4892249399679787,14.645297823470335,0.1501569553920285,True,,False
